lon_25_75,lat_25_75,ID_HDC_G0,GCPNT_LAT,GCPNT_LON,XC_NM_LST,XC_ISO_LST,GRGN_L1,GRGN_L2,UC_NM_MN,UC_NM_LST,P15,urban_center_count
27.25,42.25,3503,42.49738295,27.44619895,Bulgaria,BGR,Europe,Eastern Europe,Burgas,Burgas,111381.173,1
27.75,40.75,3524,40.97482202,27.52527134,Turkey,TUR,Asia,Western Asia,Tekirdağ,Tekirdağ,98278.8348,1
27.75,53.75,3401,53.89104161,27.57441764,Belarus,BLR,Europe,Eastern Europe,Minsk,Minsk,2006721.845,1
28.75,-12.75,3859,-12.98036102,28.6317007,Zambia,ZMB,Africa,Eastern Africa,Ndola,Ndola,439792.8329,1
28.75,-2.75,4007,-2.506981546,28.86434876,Democratic Republic of the Congo;Rwanda,COD; RWA,Africa,Middle Africa,Bukavu,Bukavu,827032.6454,4
28.75,-2.75,4011,-2.661213054,28.8749364,Democratic Republic of the Congo,COD,Africa,Middle Africa,Kandekere,Kandekere; Nyangezi; Lukananda; Cijingiri; Nyamurhambye; Mushadu; Bushigi2,123575.2227,4
28.75,-2.75,3979,-2.623185468,28.67570467,Democratic Republic of the Congo,COD,Africa,Middle Africa,Walungu,Walungu,62160.380370000006,4
28.75,-2.75,3963,-2.636362149,28.60143722,Democratic Republic of the Congo,COD,Africa,Middle Africa,Karhuliza II,Karhuliza II; Cimbulungu; Karhuliza I; Kalongo,52941.70801,4
28.75,-1.75,4013,-1.555218321,28.87939024,Democratic Republic of the Congo,COD,Africa,Middle Africa,Rubaya,Rubaya,342564.0476,3
28.75,-1.75,4014,-1.65887178,28.87416365,Democratic Republic of the Congo,COD,Africa,Middle Africa,Bishasha,Bishasha; Ngungu Centre; Katahandwa,173145.4043,3
28.75,-1.75,4015,-1.782287986,28.89071502,Democratic Republic of the Congo,COD,Africa,Middle Africa,Numbi,Numbi,88961.72997999997,3
29.25,-5.75,4045,-5.925993178,29.20012848,Democratic Republic of the Congo,COD,Africa,Middle Africa,Kalemie,Kalemie,462455.5539,1
29.25,14.25,3952,14.41262816,29.10373155,Sudan,SDN,Africa,Northern Africa,Sawdiri,Sawdiri,55514.94727,1
29.75,0.75,4113,0.700168608,29.51632803,Democratic Republic of the Congo,COD,Africa,Middle Africa,Oicha,Oicha,65549.24841,1
29.75,59.75,3389,59.87900649,29.88530918,Russia,RUS,Europe,Eastern Europe,Peterhof,Peterhof,60072.39152000001,1
30.25,-4.75,4184,-4.573196791,30.11056748,Tanzania,TZA,Africa,Eastern Africa,Murubona,Murubona; Nyansha; Kilombero village; Kidyama village; Kasulu Mjini,106449.779,1
30.25,13.25,4140,13.18307176,30.22180419,Sudan,SDN,Africa,Northern Africa,Al-Ubayyid,Al-Ubayyid,680618.161,1
30.75,52.25,3506,52.44258041,30.9728497,Belarus,BLR,Europe,Eastern Europe,Homel,Homel,429236.6758,1
31.25,29.25,3957,29.07352274,31.08114548,Egypt,EGY,Africa,Northern Africa,Beni Suef,Beni Suef,479649.0595,5
31.25,29.25,3974,29.44398449,31.23321004,Egypt,EGY,Africa,Northern Africa,Minyat Sultan,Minyat Sultan; Al-Kedaya; Al Riqqa al Sharqiya al Bahariya; Kafr Qindil; Kafr Abd al Jalil; Al Riqa al Sharqiya; Al Riqqah; Girza; Kafr Qasim; Kafr Jirzah; Al Burghuthi; Kafr Turki; Zawyet Umm Husein,175686.6832,5
31.25,29.25,3975,29.32792725,31.19441914,Egypt,EGY,Africa,Northern Africa,Al-Wasitah,Al-Wasitah,170139.8361,5
31.25,29.25,3983,29.48930842,31.28051588,Egypt,EGY,Africa,Northern Africa,Al-Qobabat,Al-Qobabat; Mit al Qayid; Al Widy; Minshat Abu al Abbas; Askur; Arab Uskur; Sakanat Arab al Qumayi; Arab al Shaykh Zayd; Arab al Maazah,134765.8678,5
31.25,29.25,3973,29.14549022,31.13457015,Egypt,EGY,Africa,Northern Africa,Bush,Bush; Al Shanawiya,64793.80591,5
31.25,36.75,3775,36.78494832,31.41827974,Turkey,TUR,Asia,Western Asia,Manavgat,Manavgat,70349.71807999999,1
31.75,-16.25,4274,-16.19140014,31.69602303,Mozambique,MOZ,Africa,Eastern Africa,Mucumbura,Mucumbura,64108.08032000001,1
31.75,40.75,3723,40.73845976,31.60851588,Turkey,TUR,Asia,Western Asia,Bolu,Bolu,98585.65936,1
32.25,13.75,4366,13.80162984,32.41172375,Sudan,SDN,Africa,Northern Africa,,-,62454.07031,1
33.25,-18.25,4392,-18.06048036,33.17530127,Mozambique,MOZ,Africa,Eastern Africa,Catandica,Catandica,116094.7051,1
33.25,-3.75,4507,-3.671960734,33.42348697,Tanzania,TZA,Africa,Eastern Africa,Shinyanga,Shinyanga,115056.8856,1
33.25,51.75,3604,51.86297281,33.47365134,Ukraine,UKR,Europe,Eastern Europe,Shostka,Shostka,70232.19434,1
33.75,-25.25,4345,-25.05540516,33.68225558,Mozambique,MOZ,Africa,Eastern Africa,Xai-Xai,Xai-Xai,141471.8236,1
33.75,-16.25,4457,-16.15366034,33.59709541,Mozambique,MOZ,Africa,Eastern Africa,Tete,Tete,208150.5018,2
33.75,-16.25,4472,-16.11542769,33.72128714,Mozambique,MOZ,Africa,Eastern Africa,Moatize,Moatize,89743.89246,2
33.75,-9.75,4525,-9.597064339,33.86850379999999,Tanzania,TZA,Africa,Eastern Africa,Kyela,Kyela,51436.14795,1
34.25,0.75,4561,0.659151415,34.16030414,Uganda,UGA,Africa,Eastern Africa,Amagoro B Central,Amagoro B Central; Sukulu; Amagoro A South; Amagoro B South,50702.96045,1
35.25,-16.25,4581,-16.35834416,35.29335732,Mozambique;Malawi,MOZ; MWI,Africa,Eastern Africa,,-,94751.95703,1
35.25,33.25,4327,33.26186102,35.22203376,Lebanon,LBN,Asia,Western Asia,Tyre,Tyre,117950.789,2
35.25,33.25,4346,33.38176541,35.4597333,Lebanon,LBN,Asia,Western Asia,Nabatieh,Nabatieh; Habbouch,94678.20725,2
35.25,47.75,3769,47.83964808,35.15096253,Ukraine,UKR,Europe,Eastern Europe,Zaporizhzhia,Zaporizhzhia,728145.0568,1
35.75,-4.25,4688,-4.2087766580000014,35.74786152,Tanzania,TZA,Africa,Eastern Africa,Babati,Babati,62852.02002,1
35.75,35.75,4317,35.54240479999999,35.79196857,Syria,SYR,Asia,Western Asia,Latakia,Latakia,373264.6778,1
36.75,11.25,4765,11.26024217,36.84437801,Ethiopia,ETH,Africa,Eastern Africa,Dangla,Dangla,177149.7876,3
36.75,11.25,4780,11.35856881,36.9540888,Ethiopia,ETH,Africa,Eastern Africa,Durbete,Durbete,166514.3677,3
36.75,11.25,4773,11.07991942,36.88564797,Ethiopia,ETH,Africa,Eastern Africa,Addis Kidan,Addis Kidan,145890.4521,3
36.75,15.25,4706,15.10560247,36.66096337,Eritrea,ERI,Africa,Eastern Africa,Teseney,Teseney,261925.9885,1
36.75,18.75,4680,18.84688032,36.8387232,Sudan,SDN,Africa,Northern Africa,Sinkāt,Sinkāt,116210.6335,2
36.75,18.75,4677,18.99833653,36.83872716,Sudan,SDN,Africa,Northern Africa,,-,88609.70313,2
36.75,45.25,4072,45.35220954,36.50659725,Ukraine,UKR,Europe,Eastern Europe,Kerch,Kerch,88217.56776,1
37.75,47.75,4068,47.94892405,37.58655637,Ukraine,UKR,Europe,Eastern Europe,Marinka,Marinka; Oleksandrivka,61241.47542,1
38.25,11.25,5020,11.39605585,38.24044501,Ethiopia,ETH,Africa,Eastern Africa,Gut'O,Gut'O,218622.5703,1
38.25,13.25,4960,13.00606292,38.10456113,Ethiopia,ETH,Africa,Eastern Africa,Mekanebirhan,Mekanebirhan,142246.2539,3
38.25,13.25,5012,13.4568513,38.3849841,Ethiopia,ETH,Africa,Eastern Africa,,-,64913.21973,3
38.25,13.25,5029,13.11770898,38.443128,Ethiopia,ETH,Africa,Eastern Africa,Dil Yibza,Dil Yibza,54482.92578,3
38.75,11.75,5153,11.6106922,38.92628561,Ethiopia,ETH,Africa,Eastern Africa,Kon,Kon,144272.6196,3
38.75,11.75,5118,11.76423663,38.74416678,Ethiopia,ETH,Africa,Eastern Africa,Filakit Gereger,Filakit Gereger,140972.6902,3
38.75,11.75,5076,11.61205085,38.53900831,Ethiopia,ETH,Africa,Eastern Africa,Anda,Anda,124312.5435,3
38.75,14.25,5037,14.12341701,38.59512611,Ethiopia,ETH,Africa,Eastern Africa,Uykro,Uykro; Bakwa,127512.2734,5
38.75,14.25,5100,14.17069972,38.89614592,Ethiopia,ETH,Africa,Eastern Africa,Adwa,Adwa,95908.40796,5
38.75,14.25,5059,14.12096205,38.73926295,Ethiopia,ETH,Africa,Eastern Africa,Axum,Axum,92804.69775,5
38.75,14.25,5091,14.15615079,38.85788239,Ethiopia,ETH,Africa,Eastern Africa,The State Of Tigray,The State Of Tigray,89383.58887,5
38.75,14.25,5070,14.40171195,38.78740643,Ethiopia,ETH,Africa,Eastern Africa,Rama,Rama,75966.03125,5
38.75,14.75,5056,14.88942148,38.81111975,Eritrea,ERI,Africa,Eastern Africa,Mendefera,Mendefera,183902.5198,2
38.75,14.75,5074,14.63590973,38.83519006,Eritrea,ERI,Africa,Eastern Africa,Adi Quala,Adi Quala,115387.1917,2
38.75,47.25,4234,47.22916358,38.89944145,Russia,RUS,Europe,Eastern Europe,Taganrog,Taganrog,249514.2076,1
39.75,-13.25,5269,-13.38328693,39.78840419,Mozambique,MOZ,Africa,Eastern Africa,Chiure-Sede,Chiure-Sede,83871.02979,1
39.75,10.75,5310,10.71994354,39.87304068,Ethiopia,ETH,Africa,Eastern Africa,Kemse,Kemse,86213.23242,6
39.75,10.75,5301,10.91654836,39.78899988,Ethiopia,ETH,Africa,Eastern Africa,Harbu,Harbu,72371.84717000001,6
39.75,10.75,5303,10.69958786,39.78060919,Ethiopia,ETH,Africa,Eastern Africa,,-,67532.14844,6
39.75,10.75,5327,10.55168554,39.93845198,Ethiopia,ETH,Africa,Eastern Africa,Chaffa Robit,Chaffa Robit,57888.81885,6
39.75,10.75,5282,10.548972,39.60212477,Ethiopia,ETH,Africa,Eastern Africa,Rabel,Rabel; Dasa; Darat Abo Bete Kristiyan,57784.38281,6
39.75,10.75,5285,10.87873591,39.64894161,Ethiopia,ETH,Africa,Eastern Africa,Degaga,Degaga,56620.89453,6
39.75,24.25,4907,24.45961838,39.59102661,Saudi Arabia,SAU,Asia,Western Asia,Medina,Medina,1106400.752,1
39.75,43.75,4425,43.59338516,39.73247388,Russia,RUS,Europe,Eastern Europe,Sochi,Sochi,83203.02135,1
39.75,57.75,3739,57.62326389,39.86295174,Russia,RUS,Europe,Eastern Europe,Yaroslavl,Yaroslavl,526682.9855,1
40.25,0.25,5417,0.00404384,40.37506305,Kenya,KEN,Africa,Eastern Africa,Hagadera Refugee Camp,Hagadera Refugee Camp,112297.7021,2
40.25,0.25,5412,0.052569917,40.31021792,Kenya,KEN,Africa,Eastern Africa,Dadaab,Dadaab,95840.17969,2
40.75,37.25,4642,37.19010373,40.5847476,Turkey,TUR,Asia,Western Asia,Kızıltepe,Kızıltepe,77559.03796,1
42.25,57.25,3946,57.44402896,42.13584973,Russia,RUS,Europe,Eastern Europe,Kineshma,Kineshma; Zavolzhsk,77902.28195,1
42.75,-0.25,5572,-0.359228647,42.54740767,Somalia,SOM,Africa,Eastern Africa,Kismayo,Kismayo,191307.9923,1
43.25,-11.75,5588,-11.704499900000002,43.25524842,Comoros,COM,Africa,Eastern Africa,Moroni,Moroni,127798.1635,1
43.25,35.75,5062,35.73731779999999,43.28787014,Iraq,IRQ,Asia,Western Asia,Gaiyara,Gaiyara,375037.7178,3
43.25,35.75,5058,35.8678635,43.30053963,Iraq,IRQ,Asia,Western Asia,Al Khan,Al Khan; Al Hawd al Fawqani; الحود فوقاني; Al Lazakah; Al Hawd at Tahtani; Qaryat al Hawd; الحود التحتاني; Qaryat al Hamidiyah ash Sharqi; Hamidiyah Sharqi; Hawd; Al Hawd; Qaryat al Hamidiyah ash Sharqiyah; Al Hawd; قرية الحود,63974.5694,3
43.25,35.75,5055,35.92699941,43.31176545,Iraq,IRQ,Asia,Western Asia,Qaryat Arfaylah,Qaryat Arfaylah; Manqur Atiq; Qaryat Tulul an Nasir; Manguba Jadid; Qaryat Tall ash Shawk; Husayn Awwad; Adchaych; Akjij; Qaryat Umm al Manasis; Qaryat Hadhrat al Fadil; Duwaizat; Ninaah; Daynach; Duwaizat; Qaryat al Bakr al Anaj; Ash Shuwayrah,57401.95337,3
43.25,39.25,4874,39.02923556,43.35721891,Turkey,TUR,Asia,Western Asia,Erciş,Erciş,84840.68835,1
43.75,26.25,5470,26.07937384,43.98875639,Saudi Arabia,SAU,Asia,Western Asia,Unaizah,Unaizah,286369.9874,2
43.75,26.25,5462,26.34935876,43.96349223,Saudi Arabia,SAU,Asia,Western Asia,Buraydah,Buraydah,271026.1417,2
43.75,43.75,4676,43.67804134,43.54085795,Russia,RUS,Europe,Eastern Europe,Baksan,Baksan; Dygulybgey,58888.97912999999,1
44.25,46.25,4630,46.31076507,44.26140734,Russia,RUS,Europe,Eastern Europe,Elista,Elista,88518.32446,1
44.75,32.75,5398,32.92797049,44.77444849,Iraq,IRQ,Asia,Western Asia,As Suwayrah,As Suwayrah,57197.23804,1
45.75,37.25,5355,37.48154099,45.88853587,Iran,IRN,Asia,South-Central Asia,Ajab Shir,Ajab Shir,54388.36353,1
46.75,30.75,5592,30.96411991,46.99407676,Iraq,IRQ,Asia,Western Asia,قضاء الجبايش,قضاء الجبايش,54636.70752,1
47.25,-19.75,5773,-19.61848273,47.13887589,Madagascar,MDG,Africa,Eastern Africa,Sambaina,Sambaina; Ambohibary; Mahatsinjo,71399.32617,5
47.25,-19.75,5770,-19.74262047,47.05272743,Madagascar,MDG,Africa,Eastern Africa,,-,65739.26563,5
47.25,-19.75,5769,-19.7964249,47.05219742,Madagascar,MDG,Africa,Eastern Africa,Miadana,Miadana; Ambano; Ambatotokana,57013.63672,5
47.25,-19.75,5783,-19.65847867,47.32045228,Madagascar,MDG,Africa,Eastern Africa,Antanifotsy,Antanifotsy,56986.13464,5
47.25,-19.75,5767,-19.85475222,47.03462491,Madagascar,MDG,Africa,Eastern Africa,Antsirabe,Antsirabe,52801.47925,5
47.25,17.25,5788,17.49070646,47.11295987,Saudi Arabia,SAU,Asia,Western Asia,Sharurah,Sharurah,76559.61168999999,1
47.75,29.25,5691,29.33767532,47.67602747,Kuwait,KWT,Asia,Western Asia,Al Jahra,Al Jahra,82422.71557999999,2
47.75,29.25,5693,29.3048033,47.72578469,Kuwait,KWT,Asia,Western Asia,Jaber Al-Ahmad,Jaber Al-Ahmad,69665.9552,2
47.75,30.25,5695,30.04149586,47.93183870000001,Iraq;Kuwait,IRQ; KWT,Asia,Western Asia,Umm Qasr,Umm Qasr,112363.1833,3
47.75,30.25,5673,30.384541100000003,47.70702264,Iraq,IRQ,Asia,Western Asia,Az Zubayr,Az Zubayr,102386.6653,3
47.75,30.25,5690,30.44769681,47.99499474,Iraq,IRQ,Asia,Western Asia,Abu Al-Khaseeb,Abu Al-Khaseeb; Nahiyat Atbah,83970.40344,3
48.25,29.25,5705,29.25631694,48.00970147,Kuwait,KWT,Asia,Western Asia,Kuwait City,Kuwait City,3168016.413,2
48.25,29.25,5717,29.08730658,48.06925799,Kuwait,KWT,Asia,Western Asia,Ahmadi,Ahmadi,53383.35779,2
48.75,37.75,5552,37.79276073,48.90873751,Iran,IRN,Asia,South-Central Asia,Talesh,Talesh,75388.86719,1
48.75,38.25,5532,38.42407837,48.86910688,Iran;Azerbaijan,IRN; AZE,Asia,South-Central Asia,Astara,Astara; Astara,65662.04003999999,1
48.75,39.25,5486,39.21004593,48.51251032,Azerbaijan,AZE,Asia,Western Asia,Cəlilabad,Cəlilabad,93249.05011,2
48.75,39.25,5505,39.03035254,48.66347375,Azerbaijan,AZE,Asia,Western Asia,Masallı,Masallı,65684.51807,2
49.25,55.75,4552,55.79752053,49.13336971,Russia,RUS,Europe,Eastern Europe,Kazan,Kazan,1028391.123,1
50.25,35.25,5728,35.0254219,50.35582725,Iran,IRN,Asia,South-Central Asia,Saveh,Saveh,168649.2913,1
51.25,33.75,5786,33.98588987,51.41800799,Iran,IRN,Asia,South-Central Asia,Kashan,Kashan,251966.7851,1
51.25,51.25,5136,51.23579614,51.41404515,Kazakhstan,KAZ,Asia,South-Central Asia,Oral,Oral,208766.4167,1
53.75,28.75,5883,28.51076083,53.57027061,Iran,IRN,Asia,South-Central Asia,Jahrom,Jahrom,153625.4861,2
53.75,28.75,5882,28.94290951,53.63630536,Iran,IRN,Asia,South-Central Asia,Fasa,Fasa,105402.8597,2
59.25,36.25,5916,36.43856536,59.42596135,Iran,IRN,Asia,South-Central Asia,Rooh Abad,Rooh Abad; Chah Khase; Chahar Fasl; Shamsabad; Ahmadabad Moghbel; Virani,103227.5396,1
59.75,55.25,5531,55.17400961,59.65344653,Russia,RUS,Europe,Eastern Europe,Zlatoust,Zlatoust,65691.55005,1
63.25,61.25,5380,61.31317878,63.33970743,Russia,RUS,Europe,Eastern Europe,Yugorsk,Yugorsk,50528.45862,1
66.25,39.75,5979,39.89923219,66.26653957,Uzbekistan,UZB,Asia,South-Central Asia,Katta-Kurgan,Katta-Kurgan,153433.3407,1
66.75,29.25,6124,29.02487944,66.58786432,Pakistan,PAK,Asia,South-Central Asia,Kalat,Kalat,67877.86975,1
68.25,33.75,6114,33.53763483,68.41687761,Afghanistan,AFG,Asia,South-Central Asia,Ghazni,Ghazni,153774.5198,1
68.75,35.75,6085,35.96145324,68.69741889,Afghanistan,AFG,Asia,South-Central Asia,Puli Khumri,Puli Khumri,214258.1014,1
69.75,32.25,6162,32.29896356,69.58150986,Pakistan,PAK,Asia,South-Central Asia,Wana,Wana,62015.34766,1
69.75,33.25,6153,33.33726003,69.93917272,Afghanistan,AFG,Asia,South-Central Asia,Khost,Khost,102507.7754,3
69.75,33.25,6152,33.27304306,69.83184469,Afghanistan,AFG,Asia,South-Central Asia,,-,83464.09375,3
69.75,33.25,6154,33.368292600000004,69.96307274,Afghanistan,AFG,Asia,South-Central Asia,,-,51154.49023,3
69.75,36.75,6100,36.73345574,69.54780298,Afghanistan,AFG,Asia,South-Central Asia,Taloqan,Taloqan,162417.8198,1
70.25,28.25,6313,28.41729405,70.29946671,Pakistan,PAK,Asia,South-Central Asia,Rahimyar Khan,Rahimyar Khan,274839.1423,2
70.25,28.25,6305,28.30361559,70.11311976,Pakistan,PAK,Asia,South-Central Asia,Sadiqabad,Sadiqabad,158902.95,2
70.25,34.75,6144,34.67768236,70.20672602,Afghanistan,AFG,Asia,South-Central Asia,Mihtarlam,Mihtarlam,122762.6257,1
70.75,29.75,6298,29.63154561,70.58508908,Pakistan,PAK,Asia,South-Central Asia,Jampur,Jampur,208805.4139,3
70.75,29.75,6293,29.87669586,70.64458947,Pakistan,PAK,Asia,South-Central Asia,Kot Chutta,Kot Chutta,106980.9971,3
70.75,29.75,6303,29.5477967,70.60216709,Pakistan,PAK,Asia,South-Central Asia,,-,57370.93811,3
70.75,40.25,6067,40.12198385,70.62597036,Tajikistan,TJK,Asia,South-Central Asia,Isfara,Isfara,60615.92407000001,2
70.75,40.25,6066,40.38601129,70.82027271,Uzbekistan,UZB,Asia,South-Central Asia,Yaypan,Yaypan; Nursux,55035.30713,2
72.75,23.75,6677,23.59325229,72.96399186,India,IND,Asia,South-Central Asia,Himatnagar,Himatnagar,186736.0712,4
72.75,23.75,6631,23.7020186,72.53838658,India,IND,Asia,South-Central Asia,Visnagar,Visnagar,174352.35199999998,4
72.75,23.75,6660,23.55437469,72.73953348,India,IND,Asia,South-Central Asia,Vijapur,Vijapur,67585.85537,4
72.75,23.75,6641,23.78302658,72.63285403,India,IND,Asia,South-Central Asia,Vadnagar,Vadnagar,55935.09851,4
72.75,32.75,6342,32.93370254,72.85188015,Pakistan,PAK,Asia,South-Central Asia,Chakwal,Chakwal,380689.0858,2
72.75,32.75,6349,32.7148372,72.90982437,Pakistan,PAK,Asia,South-Central Asia,Katas Raj Dham,Katas Raj Dham,84005.86859,2
73.25,34.25,6323,34.19086747,73.23266806,Pakistan,PAK,Asia,South-Central Asia,Abbottabad,Abbottabad,960783.0313,6
73.25,34.25,6321,34.33312752,73.20640061,Pakistan,PAK,Asia,South-Central Asia,Mansehra,Mansehra,465954.5782,6
73.25,34.25,6339,34.36780985,73.46865277,Pakistan,PAK,Asia,South-Central Asia,Muzaffarabad,Muzaffarabad,329098.8946,6
73.25,34.25,6319,34.43095647,73.23873881,Pakistan,PAK,Asia,South-Central Asia,Dhudial,Dhudial; Shinkiari; Jabbori,126720.684,6
73.25,34.25,6327,34.05062818,73.155491,Pakistan,PAK,Asia,South-Central Asia,Havelian,Havelian,106307.1774,6
73.25,34.25,6331,34.41142135,73.37245563,Pakistan,PAK,Asia,South-Central Asia,Garhi Habibullah,Garhi Habibullah,74903.00891,6
73.75,4.25,7464,4.178705836000002,73.51213453,Maldives,MDV,Asia,South-Central Asia,Malé,Malé,131839.3853,1
74.25,14.25,7378,14.27860376,74.43595135,India,IND,Asia,South-Central Asia,Honnavar,Honnavar,81297.83212,2
74.25,14.25,7366,14.43005254,74.40418198,India,IND,Asia,South-Central Asia,Kumta,Kumta,80560.3348,2
74.25,17.25,7188,17.28743511,74.18394164,India,IND,Asia,South-Central Asia,Karad,Karad; Malkapur,194608.5713,2
74.25,17.25,7213,17.05618704,74.26320558,India,IND,Asia,South-Central Asia,Islampur,Islampur,161802.2511,2
74.25,20.75,7024,20.59106451,74.19855822,India,IND,Asia,South-Central Asia,Satana,Satana,142699.7318,3
74.25,20.75,7023,20.994369100000004,74.31520646,India,IND,Asia,South-Central Asia,Sakri,Sakri,87388.0083,3
74.25,20.75,6991,20.95285786,74.12027548,India,IND,Asia,South-Central Asia,Pimpalner,Pimpalner,54448.38794,3
74.75,18.75,7226,18.61428982,74.69603108,India,IND,Asia,South-Central Asia,Shrigonda,Shrigonda,78963.01465,2
74.75,18.75,7172,18.95820537,74.51997261,India,IND,Asia,South-Central Asia,Supe,Supe,50574.19543,2
74.75,26.75,6772,26.57652259,74.86033711,India,IND,Asia,South-Central Asia,Kishangarh,Kishangarh,319508.1971,2
74.75,26.75,6743,26.87960659,74.76811641,India,IND,Asia,South-Central Asia,Parbatsar,Parbatsar,89557.74818,2
75.25,13.75,7552,13.68869415,75.23402369,India,IND,Asia,South-Central Asia,Tirthahalli,Tirthahalli,75225.4593,2
75.25,13.75,7583,13.53451194,75.36654918,India,IND,Asia,South-Central Asia,Koppa,Koppa,56710.10046,2
75.25,19.25,7290,19.17464269,75.16959428,India,IND,Asia,South-Central Asia,Pathardi,Pathardi,114989.092,3
75.25,19.25,7289,19.35377728,75.21871646,India,IND,Asia,South-Central Asia,Shevgaon,Shevgaon,102437.1567,3
75.25,19.25,7315,19.47266754,75.38987014,India,IND,Asia,South-Central Asia,Paithan,Paithan,70914.25775,3
75.25,21.75,7131,21.6864822,75.09803158,India,IND,Asia,South-Central Asia,Sendhwa,Sendhwa,225056.7174,2
75.25,21.75,7120,21.94037393,75.13100128,India,IND,Asia,South-Central Asia,,-,75759.44678,2
75.75,17.75,7509,17.65555096,75.92080282,India,IND,Asia,South-Central Asia,Solapur,Solapur,1059904.26,1
76.25,12.75,7754,12.99696472,76.10819151,India,IND,Asia,South-Central Asia,Hassan,Hassan,324223.8047,5
76.25,12.75,7860,12.65627144,76.48474774,India,IND,Asia,South-Central Asia,Krishnarajapete,Krishnarajapete; Hosaholalu; Agrahara Bachahalli; Pura; Chaudenahalli; Hemmanahalli; Kattaraghatta; Billaramanahalli; Honnenahalli; Nadabha; Anuvinakatte; Chikkahosahalli; Chikkonahalli; Guddenahalli; Kallahalli; Komanahalli,151147.8341,5
76.25,12.75,7817,12.90464505,76.3842392,India,IND,Asia,South-Central Asia,Channarayapattana,Channarayapattana,143232.1946,5
76.25,12.75,7793,12.78486968,76.24268167,India,IND,Asia,South-Central Asia,Holenarasipura,Holenarasipura,134687.9334,5
76.25,12.75,7765,12.76241422,76.06370212,India,IND,Asia,South-Central Asia,Arkalgud,Arkalgud,65567.22192000001,5
76.75,25.75,7151,25.67301283,76.69314725,India,IND,Asia,South-Central Asia,Sheopur,Sheopur,157316.7144,1
76.75,30.75,6760,30.7111596,76.76054659999998,India,IND,Asia,South-Central Asia,Chandigarh,Chandigarh,2169863.467,5
76.75,30.75,6805,30.82614146,76.93775450000003,India,IND,Asia,South-Central Asia,Kalka,Kalka; Pinjore; Parwanoo,149166.9259,5
76.75,30.75,6770,30.92923109,76.82372037,India,IND,Asia,South-Central Asia,Baddi,Baddi,97785.92796,5
76.75,30.75,6726,30.96462432,76.52718164,India,IND,Asia,South-Central Asia,Rupnagar,Rupnagar,85456.5863,5
76.75,30.75,6814,30.59566405,76.86172289,India,IND,Asia,South-Central Asia,Dera Bassi,Dera Bassi,79137.23272999999,5
76.75,43.25,6174,43.26431692,76.90272911,Kazakhstan,KAZ,Asia,South-Central Asia,Almaty,Almaty,1730584.312,1
76.75,66.25,5645,66.08379928,76.6465798,Russia,RUS,Europe,Eastern Europe,Novy Urengoy,Novy Urengoy,96123.24817,1
77.75,19.75,7710,19.90567464,77.56176665,India,IND,Asia,South-Central Asia,Pusad,Pusad,266850.7976,2
77.75,19.75,7758,19.6019338,77.6867113,India,IND,Asia,South-Central Asia,Umarkhed,Umarkhed,68098.26074,2
78.25,10.75,8304,10.95850353,78.06965091,India,IND,Asia,South-Central Asia,Karur,Karur,314601.5758,5
78.25,10.75,8373,10.94973379,78.40902164,India,IND,Asia,South-Central Asia,Musiri,Musiri; Kulithalai,313787.6178,5
78.25,10.75,8413,10.60528001,78.42327727,India,IND,Asia,South-Central Asia,Manapparai,Manapparai,171204.282,5
78.25,10.75,8322,10.71529077,78.10335647,India,IND,Asia,South-Central Asia,Palaiyam,Palaiyam,77934.61353,5
78.25,10.75,8346,10.95910872,78.25760828,India,IND,Asia,South-Central Asia,Sriramasamudram,Sriramasamudram; Seelaipillaiyarputhur,60328.16504,5
78.25,12.75,8274,12.52924393,78.21261371,India,IND,Asia,South-Central Asia,Krishnagiri,Krishnagiri,258728.8441,5
78.25,12.75,8266,12.9553964,78.26669459,India,IND,Asia,South-Central Asia,Kolar Gold Fields,Kolar Gold Fields,216929.7427,5
78.25,12.75,8255,12.99063368,78.21085126,India,IND,Asia,South-Central Asia,Bangarapete,Bangarapete,166258.6017,5
78.25,12.75,8303,12.74812478,78.35230439,India,IND,Asia,South-Central Asia,Kuppam,Kuppam,94015.62714,5
78.25,12.75,8236,12.51749479,78.02889362,India,IND,Asia,South-Central Asia,Rayakottai,Rayakottai,58813.17603,5
78.25,15.25,8191,15.46923701,78.48756604,India,IND,Asia,South-Central Asia,Nandyal,Nandyal,253930.4597,2
78.25,15.25,8114,15.46255448,78.15571945,India,IND,Asia,South-Central Asia,Bethamcherla,Bethamcherla,72723.24048,2
78.25,24.25,7516,24.4070381,78.09685551,India,IND,Asia,South-Central Asia,Mungaoli,Mungaoli,160056.761,4
78.25,24.25,7581,24.04645702,78.32728498,India,IND,Asia,South-Central Asia,Khurai,Khurai,153513.5598,4
78.25,24.25,7550,24.17351861,78.19107032,India,IND,Asia,South-Central Asia,Bina Etawa,Bina Etawa,136846.6311,4
78.25,24.25,7528,24.11930792,78.04132371,India,IND,Asia,South-Central Asia,Kurwai,Kurwai,73921.39478,4
78.75,11.75,8412,11.59698761,78.61303653,India,IND,Asia,South-Central Asia,Attur,Attur; Narasingapuram,166021.5388,5
78.75,11.75,8494,11.73314145,78.96444658,India,IND,Asia,South-Central Asia,Kallakkurichi,Kallakkurichi,117584.72,5
