lon,lat,k1_thresh,k1_num_excedences,k2_thresh,k2_num_excedences,k3_thresh,k3_num_excedences,k4_thresh,k4_num_excedences,k5_thresh,k5_num_excedences,k6_thresh,k6_num_excedences
75.25,21.75,312.713837,185,311.848969,450,308.483856,3433,309.891602,1717,312.149323,343,310.43219,1226
75.75,17.75,311.8896180000001,185,311.110321,450,308.073883,3433,309.423187,1717,311.386658,343,309.920746,1226
76.25,12.75,306.096893,185,305.375305,450,302.517303,3433,303.8237299999999,1717,305.5930180000001,343,304.314423,1226
76.75,25.75,315.412048,185,314.413757,450,311.1416930000001,3433,312.563721,1717,314.80835,343,313.131195,1226
76.75,30.75,312.057831,185,311.1347350000001,450,307.448761,3433,309.137817,1717,311.441803,343,309.750732,1226
76.75,43.25,304.344452,185,302.917267,450,298.799347,3433,300.511414,1717,303.351501,343,301.221405,1226
76.75,66.25,297.032593,185,295.132813,450,287.679047,3433,290.814911,1717,295.778534,343,292.118622,1226
77.75,19.75,314.156708,185,313.266449,450,309.7654720000001,3433,311.288879,1717,313.595093,343,311.896912,1226
78.25,10.75,310.948822,185,310.132568,450,307.17691,3433,308.4514470000001,1717,310.3842160000001,343,308.927155,1226
78.25,12.75,309.498657,185,308.700897,450,305.660706,3433,306.952209,1717,308.997223,343,307.472321,1226
78.25,15.25,313.8130490000001,185,313.0082700000001,450,309.511749,3433,311.0419310000001,1717,313.237671,343,311.64444,1226
78.25,24.25,315.316162,185,314.045532,450,310.20578,3433,311.876038,1717,314.391327,343,312.545288,1226
78.75,11.75,310.563507,185,309.697479,450,306.6091,3433,307.972809,1717,310.011566,343,308.454681,1226
79.25,9.75,308.83255,185,308.313477,450,306.300934,3433,307.132813,1717,308.503967,343,307.467102,1226
79.25,19.25,314.3911740000001,185,313.482605,450,309.871735,3433,311.461517,1717,313.82486,343,312.067566,1226
79.75,28.75,314.86462400000005,185,313.838989,450,309.491974,3433,311.433228,1717,314.192993,343,312.135406,1226
80.25,15.75,313.100922,185,312.18631,450,308.311829,3433,309.763214,1717,312.531647,343,310.410919,1226
80.25,21.75,314.717682,185,313.795502,450,309.591675,3433,311.399445,1717,314.108673,343,312.173553,1226
80.75,16.75,313.648956,185,312.601471,450,308.195801,3433,310.276672,1717,312.953033,343,311.028381,1226
81.75,7.75,306.924561,185,306.529175,450,304.788544,3433,305.547455,1717,306.66391,343,305.859253,1226
81.75,27.25,315.165771,185,313.9320370000001,450,308.902344,3433,311.138031,1717,314.347931,343,312.042877,1226
82.25,17.75,310.567932,185,309.502869,450,305.367371,3433,307.259918,1717,309.841125,343,307.960938,1226
82.25,26.75,315.324768,185,314.128479,450,309.216644,3433,311.425201,1717,314.5092160000001,343,312.305573,1226
83.25,21.75,314.883057,185,313.773956,450,309.1101680000001,3433,311.154419,1717,314.118011,343,311.9423220000001,1226
83.25,27.75,309.442902,185,308.236328,450,304.435242,3433,306.032715,1717,308.701996,343,306.690857,1226
83.75,28.25,299.2612,185,298.374176,450,296.076569,3433,296.936646,1717,298.637054,343,297.287872,1226
84.25,23.25,311.996216,185,310.839539,450,306.2398990000001,3433,308.245392,1717,311.216034,343,309.0211490000001,1226
84.25,24.75,315.412109,185,314.205231,450,309.1948240000001,3433,311.484131,1717,314.574707,343,312.39444,1226
84.75,23.25,311.783325,185,310.935089,450,306.597473,3433,308.464783,1717,311.177551,343,309.222931,1226
85.75,22.25,312.102936,185,310.848541,450,307.06774900000005,3433,308.614044,1717,311.263794,343,309.26059,1226
86.25,21.25,312.0689700000001,185,310.586243,450,306.798401,3433,308.177277,1717,311.089386,343,308.79068,1226
87.25,24.25,311.679535,185,310.784424,450,306.974243,3433,308.645905,1717,311.0747990000001,343,309.284607,1226
87.75,44.25,309.851624,185,308.697479,450,304.336334,3433,306.284302,1717,309.072418,343,306.998535,1226
88.25,22.75,310.431396,185,309.5815120000001,450,306.9989930000001,3433,308.050873,1717,309.838013,343,308.484131,1226
88.25,25.75,310.19339,185,308.997528,450,305.591156,3433,306.655151,1717,309.422394,343,307.249451,1226
88.75,22.75,309.783447,185,308.950592,450,306.473602,3433,307.497681,1717,309.227081,343,307.909027,1226
88.75,23.75,310.058655,185,309.205688,450,306.479889,3433,307.589661,1717,309.495514,343,308.0161740000001,1226
88.75,25.75,309.198975,185,308.013611,450,305.330322,3433,306.227203,1717,308.375732,343,306.647247,1226
89.75,22.75,309.535034,185,308.569733,450,305.9096370000001,3433,306.909912,1717,308.866119,343,307.359589,1226
89.75,23.75,308.9092100000001,185,308.074188,450,305.553406,3433,306.574951,1717,308.340057,343,306.989166,1226
90.25,56.25,299.698364,185,298.160797,450,292.526978,3433,294.9698180000001,1717,298.670593,343,295.854309,1226
90.75,22.25,306.251709,185,305.7114870000001,450,304.0649410000001,3433,304.700928,1717,305.886658,343,304.979736,1226
92.25,26.75,306.46701,185,305.996826,450,304.295074,3433,305.0001220000001,1717,306.15799,343,305.288116,1226
93.25,20.25,306.286469,185,305.8247990000001,450,304.023499,3433,304.763184,1717,305.970001,343,305.101227,1226
96.75,21.25,303.903076,185,303.1398930000001,450,300.411804,3433,301.548004,1717,303.367004,343,301.996155,1226
97.75,4.25,303.714569,185,303.208435,450,302.057709,3433,302.493408,1717,303.334381,343,302.677643,1226
97.75,24.25,301.607758,185,300.462585,450,297.986908,3433,298.918121,1717,300.8539120000001,343,299.288971,1226
99.75,1.75,304.615692,185,304.067261,450,302.7574160000001,3433,303.24469,1717,304.211639,343,303.46936,1226
99.75,16.25,310.0639950000001,185,309.418243,450,306.83963,3433,307.968628,1717,309.621918,343,308.403656,1226
100.25,5.25,307.32666,185,306.7690120000001,450,304.441956,3433,305.304749,1717,306.970093,343,305.738922,1226
101.25,6.75,307.126892,185,306.46875,450,304.382568,3433,305.277771,1717,306.67276,343,305.631317,1226
102.25,1.25,305.877533,185,305.396759,450,304.008911,3433,304.531738,1717,305.55725099999995,343,304.764069,1226
102.75,35.75,295.86557,185,294.8726200000001,450,291.664886,3433,293.041046,1717,295.181915,343,293.570679,1226
103.75,28.25,299.898621,185,298.7828370000001,450,295.748657,3433,297.014069,1717,299.114441,343,297.519257,1226
103.75,52.75,299.194092,185,297.7101140000001,450,292.781219,3433,294.87323,1717,298.183258,343,295.68866,1226
104.25,28.75,304.766754,185,304.127319,450,301.335724,3433,302.500031,1717,304.341125,343,302.98999,1226
104.25,30.75,304.817078,185,304.204834,450,301.677094,3433,302.759003,1717,304.418488,343,303.183746,1226
104.75,21.75,311.22229,185,309.51944,450,306.029846,3433,307.03302,1717,310.052612,343,307.543488,1226
104.75,27.25,300.176086,185,299.262115,450,296.535431,3433,297.682434,1717,299.50946,343,298.121796,1226
105.25,20.25,309.747986,185,308.384369,450,304.606781,3433,305.908234,1717,308.797791,343,306.572296,1226
105.25,37.75,304.534943,185,302.748871,450,297.771912,3433,299.689728,1717,303.409546,343,300.4328,1226
106.25,32.25,302.7133790000001,185,302.014771,450,299.359375,3433,300.524658,1717,302.230957,343,300.973175,1226
107.75,14.75,302.835785,185,301.976563,450,299.998627,3433,300.687225,1717,302.277863,343,301.020172,1226
107.75,21.75,306.97525,185,306.102997,450,303.284027,3433,304.281647,1717,306.436646,343,304.788879,1226
107.75,34.25,302.804169,185,301.625854,450,298.3404240000001,3433,299.755707,1717,302.012604,343,300.273865,1226
108.25,-7.25,304.0263060000001,185,303.613678,450,302.298798,3433,302.838959,1717,303.739075,343,303.060852,1226
108.25,12.75,304.8833620000001,185,304.1100160000001,450,301.986481,3433,302.678192,1717,304.3586430000001,343,303.0484620000001,1226
108.25,16.25,306.634674,185,305.595428,450,303.218475,3433,304.066345,1717,305.94162,343,304.454926,1226
108.75,29.75,305.835907,185,303.851532,450,299.486511,3433,300.912598,1717,304.388367,343,301.598175,1226
109.75,23.25,308.857056,185,307.6651310000001,450,304.398071,3433,305.403625,1717,308.169098,343,305.86673,1226
109.75,28.75,308.587463,185,306.587372,450,302.130829,3433,303.598755,1717,307.192139,343,304.278748,1226
110.75,21.75,308.295288,185,307.514282,450,304.519684,3433,305.630219,1717,307.754547,343,306.187134,1226
111.75,21.75,307.4306640000001,185,306.689667,450,303.832245,3433,304.8961490000001,1717,306.917999,343,305.374878,1226
111.75,39.25,301.858185,185,300.387848,450,295.571686,3433,297.408936,1717,300.914307,343,298.213898,1226
112.25,22.75,308.624573,185,307.2661740000001,450,303.725067,3433,304.715912,1717,307.7186890000001,343,305.235687,1226
112.25,34.75,307.796509,185,306.278168,450,302.403381,3433,303.9151310000001,1717,306.77829,343,304.494263,1226
112.75,25.75,309.578033,185,307.847931,450,303.494171,3433,304.8013,1717,308.361542,343,305.431488,1226
113.25,23.75,309.159363,185,307.65625,450,304.329132,3433,305.327362,1717,308.09079,343,305.7827450000001,1226
113.25,34.25,306.0074160000001,185,304.883575,450,301.673676,3433,303.108521,1717,305.259003,343,303.638214,1226
113.75,-1.25,305.355682,185,304.702423,450,303.25116,3433,303.768951,1717,304.892273,343,304.014404,1226
113.75,36.25,303.894257,185,302.4208680000001,450,298.7117,3433,300.23938,1717,302.8445430000001,343,300.83850099999995,1226
114.25,35.75,307.511566,185,305.833618,450,302.06189,3433,303.5948180000001,1717,306.305389,343,304.201385,1226
114.25,37.75,306.961182,185,305.181519,450,300.727844,3433,302.4575200000001,1717,305.811829,343,303.16626,1226
114.75,24.75,308.580322,185,306.877686,450,302.8078,3433,304.032776,1717,307.422455,343,304.6500240000001,1226
114.75,38.75,308.068481,185,306.419128,450,301.912964,3433,303.612061,1717,306.964813,343,304.299347,1226
114.75,39.25,304.1356810000001,185,302.3355410000001,450,297.594421,3433,299.344635,1717,302.877563,343,300.148102,1226
115.25,23.25,305.905273,185,304.986481,450,302.744293,3433,303.605438,1717,305.289978,343,303.938812,1226
115.25,24.75,308.923157,185,307.696533,450,303.477325,3433,304.811188,1717,308.077576,343,305.529694,1226
115.75,38.25,308.616913,185,307.153229,450,302.577026,3433,304.287445,1717,307.64624,343,305.1173100000001,1226
117.25,36.25,306.066559,185,304.672882,450,300.864349,3433,302.349945,1717,305.080292,343,302.963745,1226
118.25,24.75,307.256042,185,306.43515,450,303.959534,3433,304.879028,1717,306.690369,343,305.268524,1226
118.75,27.75,307.685608,185,305.978394,450,302.2340700000001,3433,303.5328370000001,1717,306.480988,343,304.116241,1226
118.75,32.25,307.549927,185,306.439331,450,303.068634,3433,304.595184,1717,306.772247,343,305.122467,1226
119.25,-3.25,302.774567,185,302.358185,450,301.080719,3433,301.583954,1717,302.500427,343,301.7965700000001,1226
119.25,31.25,308.592377,185,307.34082,450,303.60437,3433,305.192139,1717,307.674072,343,305.800323,1226
119.25,35.25,306.1251529999999,185,304.582336,450,300.602783,3433,302.2029720000001,1717,305.014465,343,302.8548580000001,1226
119.75,28.25,307.6867680000001,185,306.179962,450,302.619324,3433,303.954803,1717,306.64624,343,304.525696,1226
119.75,36.25,305.818878,185,304.444458,450,300.594208,3433,302.1503600000001,1717,304.84613,343,302.797699,1226
120.75,16.25,305.380493,185,303.5889279999999,450,300.598511,3433,301.6279600000001,1717,304.171844,343,302.10434,1226
120.75,40.75,303.673035,185,302.374542,450,298.5722350000001,3433,300.129059,1717,302.802521,343,300.7533870000001,1226
121.25,16.75,303.447693,185,302.811127,450,300.671326,3433,301.510712,1717,303.025421,343,301.885132,1226
121.25,41.75,305.212372,185,303.829224,450,299.631012,3433,301.310364,1717,304.267334,343,301.9629520000001,1226
121.75,36.75,302.667877,185,301.707581,450,298.501953,3433,299.778748,1717,301.9941100000001,343,300.319427,1226
122.25,6.75,304.158478,185,303.657501,450,302.519928,3433,302.952057,1717,303.8108220000001,343,303.137726,1226
122.25,37.25,302.410828,185,301.407471,450,298.365662,3433,299.574554,1717,301.7494200000001,343,300.1026,1226
122.25,39.75,302.613647,185,301.529907,450,298.321533,3433,299.664581,1717,301.819733,343,300.1987299999999,1226
122.25,41.25,305.7028200000001,185,304.300079,450,300.340912,3433,301.908203,1717,304.74707,343,302.580841,1226
122.75,0.75,302.475525,185,302.19281,450,301.332062,3433,301.658051,1717,302.298737,343,301.8081049999999,1226
122.75,45.75,304.403473,185,303.101654,450,299.022064,3433,300.766785,1717,303.493622,343,301.40448,1226
124.25,42.75,303.816498,185,302.432617,450,298.894928,3433,300.463745,1717,302.825256,343,301.0461430000001,1226
124.75,8.25,302.841156,185,302.176025,450,300.290375,3433,300.857666,1717,302.3746950000001,343,301.161957,1226
124.75,45.25,303.798431,185,302.617462,450,298.674957,3433,300.349762,1717,302.995575,343,300.967896,1226
125.75,38.75,303.522156,185,302.574036,450,299.665192,3433,300.9317020000001,1717,302.879364,343,301.405365,1226
125.75,40.25,300.2578430000001,185,299.339508,450,296.322052,3433,297.617859,1717,299.618652,343,298.123627,1226
125.75,41.75,300.263824,185,299.499359,450,296.352692,3433,297.7388,1717,299.736206,343,298.224304,1226
125.75,47.25,302.537323,185,301.501129,450,297.520538,3433,299.349365,1717,301.821045,343,299.972839,1226
126.75,46.75,302.62265,185,301.572906,450,297.665283,3433,299.433716,1717,301.8797,343,300.089996,1226
127.25,45.75,301.444275,185,300.659332,450,296.9984740000001,3433,298.664032,1717,300.908447,343,299.265259,1226
129.25,35.25,303.801575,185,302.997314,450,299.868744,3433,301.278442,1717,303.241028,343,301.808624,1226
129.25,40.75,301.655182,185,300.740112,450,297.1787720000001,3433,298.782196,1717,301.01416,343,299.375244,1226
137.25,34.75,304.413086,185,303.9638060000001,450,301.481171,3433,302.716309,1717,304.103424,343,303.112793,1226
137.75,-3.75,296.983002,185,296.651886,450,295.661255,3433,296.074005,1717,296.7510680000001,343,296.247253,1226
138.75,35.75,298.014679,185,297.509247,450,295.03186,3433,296.225616,1717,297.6983029999999,343,296.661316,1226
140.75,38.25,300.563324,185,299.990234,450,296.935028,3433,298.4692990000001,1717,300.176117,343,298.967865,1226
140.75,40.75,300.873413,185,300.093964,450,296.516663,3433,298.169556,1717,300.367706,343,298.799377,1226
141.25,43.25,299.7836,185,299.0484620000001,450,295.329346,3433,297.069702,1717,299.278107,343,297.708801,1226
142.75,-3.25,304.832214,185,304.4758,450,303.446259,3433,303.822784,1717,304.598053,343,304.0010680000001,1226
144.75,-6.25,300.3149410000001,185,299.696411,450,298.438477,3433,298.898804,1717,299.87085,343,299.104401,1226
